,label,Unnamed: 0,message,datetime
8778,2,8778,Diversify? Almost half of Warren Buffett’s Berkshire Hathaway portfolio comprises a single stock $BRK.A $BRK.B $AAPL [URL],2020-07-08T00:26:46Z
8795,2,8795,$SPY $AAPL [URL],2020-07-07T23:51:44Z
8802,2,8802,$AAPL $625 by eoy,2020-07-07T23:43:14Z
8825,2,8825,$AAPL Just imagine if he starts to sell: Almost half of Warren Buffett’s Berkshire Hathaway portfolio comprises a single stock  [URL],2020-07-07T22:09:22Z
8838,2,8838,$BRK.B $AAPL $XLF,2020-07-07T21:28:03Z
8955,0,8955,$SHOP nasdaq breaking down $AAPL $GOOGL at low of the day and accelerating downwards.,2020-07-07T19:05:48Z
9002,1,9002,$AAPL hold weekly 370 puts or sell now for gains?,2020-07-07T18:39:47Z
9041,2,9041,"$AAPL LOADED, doesn&39;t get any easier! $",2020-07-07T17:43:44Z
9056,1,9056,"$AAPL is at the top of bollinger band and way overbought . sales are slowing earnings will not be good with so many closed stores , this is the time to not be greedy an be safe apple going down to 325",2020-07-07T17:18:59Z
9090,2,9090,$AAPL $NVDA $SPY $GOOG $AMZN Fucking boring! Can someone crack a vaccine news or something?,2020-07-07T16:56:45Z
9112,2,9112,"stocks making the biggest moves midday: Novavax $NVAX, Shake Shack, Tesla $TSLA, $AAPL &amp;… [URL]",2020-07-07T16:38:32Z
9153,2,9153,$AAPL Look at her Pumping again.,2020-07-07T15:50:36Z
9154,2,9154,$AAPL how high is to high? They aren&39;t amzn their phones are.lol,2020-07-07T15:50:29Z
9194,2,9194,$AAPL 5G leader soon. . buy buy buy and buy their chips and semi conductors.,2020-07-07T15:24:47Z
9272,1,9272,$AAPL another nice long winner this morning and looking to push much higher,2020-07-07T14:14:40Z
9311,1,9311,$AAPL all in on puts Fr Fr,2020-07-07T13:46:30Z
9424,2,9424,"$BA trump and his group the great day trader shorting this stock shame mr President : Obama brought from. 25 to 460 , trump shorting for his election money : FED ? No love to $ba ? $spy $dia $tsla $aapl trump",2020-07-07T10:37:16Z
9444,2,9444,TikTok says it will exit Hong Kong market within days  $FB $DIS $AAPL $GOOGL [URL],2020-07-07T07:57:37Z
9445,2,9445,"Apple, Facebook, Amazon Technical Analysis $AAPL $AMZN $FB [URL]",2020-07-07T07:34:24Z
9533,1,9533,"$AAPL $MU Samsung Electronics flags 23% jump in second quarter profit on solid chip demand, one-off gains [URL]",2020-07-07T00:55:07Z
9563,2,9563,Worth the long read from Ben - Apple and Facebook .$aapl $fb [URL],2020-07-07T00:32:38Z
9764,2,9764,$AAPL sell this and buy tesla. This stocks sucks,2020-07-06T19:27:17Z
9852,2,9852,$AAPL $AMYZF American Manganese Inc recognized by US Secretary of [URL],2020-07-06T17:33:09Z
9872,1,9872,"$AAPL [Jul-10 362.50 Calls] Option volume Up +316.08 % |  Volume: 1,656 vs 398 [URL]",2020-07-06T16:51:30Z
9921,2,9921,$AAPL I’m banking on puts ! Y’all mad? Come at me .,2020-07-06T16:09:28Z
9979,1,9979,$AAPL good place to buy puts here. Rising wedge on declining volume and super overbought,2020-07-06T15:21:53Z
10021,2,10021,@the_algo $AAPL  still hold?,2020-07-06T14:58:49Z
10035,2,10035,$AAPL Breaking through,2020-07-06T14:49:03Z
10074,0,10074,$AAPL NEW ARTICLE : Qualcomm: The Most Undervalued Growth Stock [URL],2020-07-06T14:11:36Z
10111,2,10111,$AAPL 5 Star Recruit.  Position: ATH,2020-07-06T13:57:59Z
10112,1,10112,$AAPL Risk $373 now for $374.,2020-07-06T13:57:06Z
10187,2,10187,$AAPL NEW ARTICLE : How To Retire: Test Run Your Retirement [URL],2020-07-06T11:02:13Z
10244,2,10244,The 3 Best Dow Jones Stocks So Far in 2020 $MSFT $AAPL $HD [URL],2020-07-06T03:37:30Z
10258,2,10258,"$SPY As usual the latest batch of dumb bears who got puts or shorted are going to lose. After they end up bankrupt, another batch will enter saying same negative things getting ready to be chopped.  :face_with_tears_of_joy: $SPY $AAPL $AMZN $TSLA $AMD",2020-07-06T02:55:22Z
10260,2,10260,The only lambos Bears will be driving  :man_shrugging:  $AAPL $MSFT $DKNG $SPY,2020-07-06T03:16:07Z
10343,2,10343,$AAPL The Great Fed Welfare Program. Let&39;s keep moving higher.,2020-07-05T20:08:10Z
10446,1,10446,"$AAPL AAPL EW count. Most valid AAPL count, appropriate with subpar volume rally from last week. 358 major support. Acc",2020-07-04T23:46:06Z
10451,1,10451,"$AAPL Sentiment is mostly positive right now. News mentions: positive (17), negative (12), neutral (27) Sentiment score: +0.616 (scale of -1.5 to +1.5) Stock alerts, news, and research tools at tradethehalt.com",2020-07-04T23:02:08Z
10487,2,10487,"$MVIS $TSLA $AAPL $MSFT :United_States:  :party_popper: Happy Fourth of July :party_popper:  :United_States: B L A C K  L I V E S  M A T T E R !And FUCK DONALD TRUMP. sUpPorT yOuR TrOoPs!(unless they disagree with you right?)Russia used Taliban to hunt Americans?Oh well, eat a hot dog. [URL]",2020-07-04T16:35:34Z
10540,2,10540,$AAPL,2020-07-04T05:11:35Z
10580,2,10580,$AAPL,2020-07-03T23:12:58Z
10799,2,10799,$AAPL people are treating Apple like that one chick in neighborhood everyone wants to smash,2020-07-02T19:42:55Z
10849,2,10849,"$AAPL is there anything more frustrating (or blatantly illegal, yet accepted) then the last-market-day milking machine?",2020-07-02T18:15:31Z
10871,1,10871,"$AAPL Store closures are undoubtedly what’s keeping the gain at “just” $2.50 or so today. Yahoo asshole writer uses the adjective “whopping”about number of stores closing, which don’t amount to a hill of beans compared with online selling.",2020-07-02T17:38:17Z
10939,1,10939,@Balz18 Why do you think $AAPL will close at a new high today?,2020-07-02T16:19:16Z
10943,2,10943,$AAPL is it going to go for a run,2020-07-02T16:13:27Z
10962,2,10962,$AAPL 1 hour view from 6/09 Pre-Market update presented to members at [URL] Elliottwave Trading Apple,2020-07-02T15:46:46Z
10972,2,10972,$AAPL Market cannot rally forever without the banks participating. The euphoria has to eventually come to an end.,2020-07-02T15:37:25Z
11113,1,11113,"$AAPL got out half calls at 370, 33% return not bad",2020-07-02T14:03:16Z
11134,2,11134,$AAPL what better way to start the long weekend than with a new ATH. Go America!  :collision: ,2020-07-02T13:43:19Z
11159,2,11159,$AAPL On our American made dividend and value  growth company list!  Check out the others!  [URL],2020-07-02T13:17:15Z
11188,2,11188,$AAPL 30 minutes till sell,2020-07-02T13:00:55Z
11222,2,11222,"$AAPL $SPY $QQQ [URL] will go much lower , they have old store model , much better business models to invest in. Check out $SHOP $MELI",2020-07-02T12:20:46Z
11253,2,11253,$WKHS is a monster! Even if you own $AMZN $MSFT $AAPL $BRK.B don&39;t overlook adding this stock to your portfolio! Do your own DD but here&39;s a start $WKHS mail truck must be assembled in the USA 100% and must be made with 75% NA parts or higher. The USPS contract may use all USA made parts they are the United States Postal service . This should clear up everyone&39;s questions and the rumors [URL],2020-07-02T11:18:15Z
11316,2,11316,$SPY $nbrv$Gld $aapl Futes?,2020-07-02T03:45:56Z
11343,2,11343,$NVDA $COST $AAPL Trump says he supports &39;larger&39; payments to Americans in next relief bill [URL],2020-07-02T01:36:37Z
11400,1,11400,$AAPL $SPY $QQQ $NASDAQ Bullish Call  :ox:  Sweep for $3.2M Alerted (beta release coming soon visit sweepcast.com) OptionsTrading daytrading StockMarket SPY NASDAQ QQQ,2020-07-01T22:45:49Z
11430,2,11430,"$SPY Marty was an Analyst among Analyst, Well respected &amp; he called the 87 crash. His wisdom lives on$AAPL $BABA $AMZN $DIS",2020-07-01T22:24:25Z
11441,1,11441,$AAPL  77 stores are closing.[URL],2020-07-01T22:12:20Z
11568,1,11568,Latest second quarter DOW 30 Earnings Preannouncements: $NKE $DIS $AAPL [URL],2020-07-01T19:46:42Z
11584,1,11584,Woa.$MSFT has more volume today compared to $AAPL $SPY  :thinking_face: ,2020-07-01T19:38:37Z
11630,1,11630,"[Wednesday Market Intel Brief] Lazy Day of Summer, $LULU $amzn $aapl $spx $spx $vix Dogfight [URL]",2020-07-01T19:17:40Z
11650,1,11650,"$AAPL NEW ARTICLE : Apple to re-close more stores in seven U.S. states, bringing total to 77 [URL]",2020-07-01T19:09:05Z
11734,2,11734,$AAPL quick profit,2020-07-01T18:39:02Z
11817,2,11817,$WKHS [URL] $AMZN $AAPL $GOOGL $BTC.X,2020-07-01T17:06:01Z
11846,2,11846,"$AAPL was gonna buy a new Apple phone today , except I got disconnected from Apple via phone call , they call me back and I kid you not , my iPhone goes blocked spam callers . it was Apple services calling me .",2020-07-01T16:40:15Z
11909,1,11909,"A mixed market, with the Dow falling 50 points, but Nasdaq up .6% and SP500 up .5%,while Russell small cap gets hit for -1% as the Banks falter.Rising:  Social Media, Software and InternetFalling:  Gold, Banks, Builders and EnergyHere&39;s the latest at 11:30 am:[URL]  $SPY $AAPL $GOOGL, $MSFT  $FB rising despite the boycott.  Good time to buy some was at the Monday low at 210.  Trading 234 today.",2020-07-01T15:36:56Z
11923,2,11923,$AAPL NEW ARTICLE : 5 Stocks I&39;ll Hold Forever [URL],2020-07-01T15:19:07Z
11989,1,11989,BULLISH SENTIMENT in $AAPL Jul-10 calls at $355 strike price. $550K premium paid.  [URL],2020-07-01T14:18:23Z
12016,2,12016,$AAPL she almost exploded lol,2020-07-01T14:03:18Z
12054,2,12054,$DIS When you&39;re a Bear &amp; Short on a Holiday week you wake up like this$AAPL $BABA $BA $SPY,2020-07-01T13:34:26Z
12145,2,12145,$NOK smh been being loyal all these years even though hanging out with $AAPL has been the popular thing to do. Come on NOK!,2020-07-01T11:15:42Z
12150,1,12150,Futures need to turn green $SPY $QQQ $MSFT $AAPL,2020-07-01T07:33:39Z
12167,1,12167,@status198 highly doubtful tech carries. $AAPL looked very weak today. Likely red tmrw,2020-07-01T05:35:07Z
12227,2,12227,"$AMZN Another virus is emerging from China.  This time some  exotic flavor of H1N1. Perhaps it is time for the entire world to embrace vegetarianism and ban factory farming for meat all together.  $DJIA $SPY $AAPL $QQQ As for amzn, you bulls will be sad and homeless soon.",2020-07-01T01:16:43Z
12236,2,12236,$AAPL I just don’t see how you can justify wanting to short or bet on the downfall of a great company that does so much for people. They literally provide tools and technology so that we can make more money and better the economy.,2020-07-01T00:47:05Z
12372,0,12372,$AAPL failed to breach 1 day vwap heading to the downside,2020-06-30T19:11:39Z
12517,1,12517,$AAPL - Still believing in this one even though we only closed short of $362 yesterday.,2020-06-30T16:14:32Z
12693,0,12693,$AAPL has been granted a major Patent Relating to Gaze Tracking used in VR/AR Head Mounted Devices,2020-06-30T13:32:02Z
12740,2,12740,"$AAPL just as an aside, I would be thrilled if I never had to hear or read  the word ”covid” again for the rest of my life.  I forking hate the word!   ( this is not a stock related sentiment.  I’m just sick of the word)  But as far as it DOES relate to stonks, It’s obviously a favorite word of desperate bears.",2020-06-30T12:28:48Z
12772,1,12772,$AAPL 1 hour view from 6/19 Midday update. Called for a pullback in wave (4) to take place Elliottwave Trading Apple,2020-06-30T11:27:52Z
12785,2,12785,$NVDA $AAPL $NFLX $FB $TWTR We must listen to our doctors!,2020-06-30T11:10:39Z
12794,2,12794,$AAPL: The Aftermath: How ?Cannabis Now? was Affected by the Looting and Break-ins Following the LA Protests [URL],2020-06-30T11:03:06Z
12865,2,12865,@SonGoku is there any sign of $AAPL pulling back? Maybe after earnings? For both fomo and valuations sake. Extremely hard to reasonably buy up here.,2020-06-30T03:47:36Z
12917,2,12917,$SPY $QQQ $AAPL $AMZN  that strange bloviated incompetent orange skinned scum cunt pig criminal clown coward is still out there telling his mindless puppet sheep the virus is a hoax.,2020-06-30T01:06:17Z
12996,2,12996,@rossross   The heralded &quot;rotation&quot; was about harsh grain sandpaper folded into a conical shape whereupon morons crammed their derrieres down and spun themselves around and around in &quot;rotation&quot;.Real pm never sold or hedged out the big cap techs - they understand this is the place to be for the f12-18m.  $NVDA $AAPL $AMZN (AWS etc) $MSFT and $MA all places to be,2020-06-29T20:40:56Z
13009,2,13009,"$AAPL $AMZN $FB $MSFT $GOOG FED&39;S POWELL: U.S ECONOMY HAS ENTERED IMPORTANT NEW PHASE, SOONER THAN EXPECTED - RTRSFED RELEASED STATEMENTS FROM POWELL EXPECTED TOMORROW EARLY - CNBCFed&39;s Powell, Treasury&39;s Mnuchin to testify Tomorrow before House panel More Pumps Coming In The Morning",2020-06-29T20:24:26Z
13010,2,13010,$AAPL 320 by August.counter trend rally in progress.look for an earnings warning soon.,2020-06-29T20:22:10Z
13017,2,13017,$SPY $AAPL $VIX very good,2020-06-29T20:15:48Z
13076,2,13076,$AAPL Shorts better cover,2020-06-29T19:01:08Z
13110,2,13110,$AAPL the only people that will be nuts enough to hold this over the July 4th weekend are those that plan on holding for years or those with nothing to lose at this point.  Independence day weekend is going to be target for every Marxist group to wreak havoc in the false name of justice.,2020-06-29T18:30:52Z
13231,2,13231,"$AAPL IPhone 12, iCar and Fed buying debt! All +ve",2020-06-29T16:04:59Z
13332,1,13332,"In the Group 3 live trading room, we also discussed the stronger tech leaders which are leading the markets higher like $AAPL  and $MSFT. Trading Elliottwave",2020-06-29T14:23:53Z
13356,2,13356,$AAPL Nice!,2020-06-29T14:03:22Z
13413,2,13413,$NNDM $AAPL    $SPYX    $SPY    :collision:  :sign_of_the_horns:  :collision:  :sign_of_the_horns:  :collision: ,2020-06-29T12:39:13Z
13443,0,13443,"$TSLA $AAPL $AMD $NVDA 500,000 people have died from coronavirus worldwide as infections continue to surge [URL] news stocks will crash lower",2020-06-29T10:49:19Z
13468,2,13468,Seriously not a joke when they are going to face one of worst business year in a decade  :face_with_rolling_eyes:  $AAPL $FB $SPY $QQQ,2020-06-29T05:57:29Z
13506,2,13506,$SPY $AAPL Mkt cap over 1.5T during a recession? Is apple in a better position now in a recession than during the great bull run the last 10+ years? Why wasnt apple this price last year or thhe year before? Crazy,2020-06-29T02:43:45Z
13602,2,13602,@Commander_Response no clue on $WKHS but $AAPL has potential customers in the billions.  Not sure workhorse has the same growth opportunities.  Only time will tell.  Good luck!,2020-06-28T21:42:44Z
13837,2,13837,$AAPL [URL],2020-06-27T22:54:45Z
13875,2,13875,"$AAPL $AMZN $FB $MSFT $GOOG Miami-Dade County beaches ordered closed for July 4th weekendThe mayor says the decision comes after speaking to the county&39;s public health experts.&quot;As we continue to see more COVID-19 positive test results among young adults and rising hospitalizations, I have decided that the only prudent thing to do to tamp down this recent uptick is to crack down on recreational activities that put our overall community at higher risk,&quot; the mayor said in a statement. &quot;I have been seeing too many businesses and people ignoring these lifesaving rules. If people are not going to be responsible and protect themselves and others from this pandemic, then the government is forced to step in and restore common sense to save lives.&quot;Expect More Of This To Come. Sun Belt Will Be Hit Hard.[URL]",2020-06-27T17:35:28Z
13895,1,13895,"$MVIS btw, heres $AAPL  in &39;98, and&39; 03.$0.50 &amp; $1.00 respectively.   :nerd_face: ",2020-06-27T16:33:00Z
13896,2,13896,$AAPL I was just wondering what news sources do you guys use to get an update on whether or not the FED or Trump came out to pump the market?,2020-06-27T16:31:02Z
13943,1,13943,"$AAPL  2yr weekly, hitting the upper channel, caution here.",2020-06-27T12:47:27Z
13985,2,13985,$SPY You need more. Here you go. Take a look at the pic I posted yesterday. Check me out and join. Or stay don&39;t make any money. Keep chatting and wasting time. [URL] $aapl $tsla $amd $ba,2020-06-27T01:47:18Z
14042,2,14042,$SPY Truth&39;s$AAPL $BA $AMZN $BABA,2020-06-26T22:17:58Z
14074,1,14074,$SPY $AAPL screwed up selling those Apple puts early but can’t complain,2020-06-26T21:20:50Z
14081,1,14081,$AAPL bet we see a bounce Monday and down rest of the week. Got rid of my short positions  for now,2020-06-26T21:11:05Z
14127,2,14127,Realty.com CFO Says Apple&39;s Safari Browser Redirects To His Competitor— Benzinga$AAPL,2020-06-26T20:05:07Z
14140,1,14140,$AAPL closing below $355,2020-06-26T19:54:06Z
14208,1,14208,Why Megacap Tech Stocks Will Likely Continue Leading Markets Higher$AAPL $AMZN $GOOG $[URL],2020-06-26T19:11:36Z
14224,1,14224,$AAPL load it and lock it for Monday all top stocks will go $10 high . note it in Book  :rocket:  :love-you_gesture: ,2020-06-26T18:56:08Z
14235,2,14235,$AAPL $NVDA $AMZN $GOOG Going down down down we all cry! Why going down down down? Coz we all watching! Only way this can go up is by buying. When everything sky rocket everyone ask for dip. Heres the fucking dippidy dip! Buy now! We retailers are very powerful force. We can make it run if we all join!,2020-06-26T18:51:37Z
